Type	Name	# Requests	# Fails	Median (ms)	95%ile (ms)	99%ile (ms)	Average (ms)	Min (ms)	Max (ms)	Average size (bytes)	Current RPS	Current Failures/s
GET	/api/v1/logs?limit=100&offset=302	17	0	840	4000	4000	1290.67	408	4006	47	0	0
GET	/api/v1/logs?limit=100&offset=303	21	0	1100	2700	4100	1371.33	386	4078	47	0.1	0
GET	/api/v1/logs?limit=100&offset=304	15	0	810	1300	1300	784.51	250	1337	47	0.1	0
GET	/api/v1/logs?limit=100&offset=305	17	0	1200	3300	3300	1401.66	306	3260	47	0	0
GET	/api/v1/logs?limit=100&offset=306	16	0	710	1900	1900	832.9	111	1865	47	0.1	0
GET	/api/v1/logs?limit=100&offset=307	14	0	720	1500	1500	912.98	447	1533	47	0	0
GET	/api/v1/logs?limit=100&offset=308	11	0	820	1800	1800	931.99	222	1831	47	0	0
GET	/api/v1/logs?limit=100&offset=309	15	0	830	2900	2900	1244.34	210	2918	47	0	0
GET	/api/v1/logs?limit=100&offset=31	14	0	880	3700	3700	1168.16	247	3676	22476	0.1	0
GET	/api/v1/logs?limit=100&offset=310	16	0	810	4000	4000	1107.01	240	3973	47	0.1	0
GET	/api/v1/logs?limit=100&offset=311	15	0	1000	2800	2800	1281.69	624	2789	47	0.1	0
GET	/api/v1/logs?limit=100&offset=312	18	0	950	3600	3600	1324.96	505	3649	47	0.1	0
GET	/api/v1/logs?limit=100&offset=313	15	0	750	4100	4100	1136.82	419	4101	47	0.2	0
GET	/api/v1/logs?limit=100&offset=314	17	0	700	1900	1900	853.88	328	1863	47	0.2	0
GET	/api/v1/logs?limit=100&offset=315	18	0	810	3500	3500	1188.52	46	3455	47	0.1	0
GET	/api/v1/logs?limit=100&offset=316	18	0	750	2700	2700	851.78	169	2676	47	0	0
GET	/api/v1/logs?limit=100&offset=317	22	0	860	2500	2500	1097.2	329	2470	47	0.3	0
GET	/api/v1/logs?limit=100&offset=318	19	0	780	2700	2700	971.94	181	2728	47	0.3	0
GET	/api/v1/logs?limit=100&offset=319	10	0	660	1500	1500	764.14	267	1468	47	0	0
GET	/api/v1/logs?limit=100&offset=32	16	0	790	1700	1700	955.16	48	1720	22018	0.1	0
GET	/api/v1/logs?limit=100&offset=320	22	0	730	2400	3000	1015.46	228	2999	47	0.1	0
GET	/api/v1/logs?limit=100&offset=321	10	0	800	3300	3300	1076.53	192	3289	47	0	0
GET	/api/v1/logs?limit=100&offset=322	22	0	710	2800	3000	1066.13	137	2964	47	0.1	0
GET	/api/v1/logs?limit=100&offset=323	20	0	950	1800	1800	878.76	362	1797	47	0	0
GET	/api/v1/logs?limit=100&offset=324	14	0	710	3400	3400	1000.41	166	3372	47	0	0
GET	/api/v1/logs?limit=100&offset=325	12	0	830	2800	2800	1268.9	423	2818	47	0	0
GET	/api/v1/logs?limit=100&offset=326	14	0	890	3200	3200	1135.16	537	3190	47	0.2	0
GET	/api/v1/logs?limit=100&offset=327	12	0	800	1500	1500	944.32	447	1475	47	0.2	0
GET	/api/v1/logs?limit=100&offset=328	25	0	1000	2200	2800	1168.8	155	2752	47	0.3	0
GET	/api/v1/logs?limit=100&offset=329	15	0	880	1400	1400	887.88	532	1352	47	0.1	0
GET	/api/v1/logs?limit=100&offset=33	24	0	840	2400	2800	1079.22	338	2818	21490	0.1	0
GET	/api/v1/logs?limit=100&offset=330	18	0	780	4100	4100	1297.35	325	4108	47	0.2	0
GET	/api/v1/logs?limit=100&offset=331	21	0	670	3700	5000	1042.85	212	4959	47	0.1	0
GET	/api/v1/logs?limit=100&offset=332	18	0	760	2600	2600	1027.06	408	2610	47	0.2	0
