Type	Name	# Requests	# Fails	Median (ms)	95%ile (ms)	99%ile (ms)	Average (ms)	Min (ms)	Max (ms)	Average size (bytes)	Current RPS	Current Failures/s
GET	/api/v1/logs?limit=100&offset=216	1	0	35.97	36	36	35.97	36	36	47	0	0
GET	/api/v1/logs?limit=100&offset=218	1	0	121.67	120	120	121.67	122	122	47	0.1	0
GET	/api/v1/logs?limit=100&offset=223	1	0	61.37	61	61	61.37	61	61	47	0	0
GET	/api/v1/logs?limit=100&offset=23	1	0	164.08	160	160	164.08	164	164	26332	0	0
GET	/api/v1/logs?limit=100&offset=233	1	0	82.96	83	83	82.96	83	83	47	0	0
GET	/api/v1/logs?limit=100&offset=24	1	0	1066.68	1100	1100	1066.68	1067	1067	25856	0.1	0
GET	/api/v1/logs?limit=100&offset=254	1	0	43.78	44	44	43.78	44	44	47	0	0
GET	/api/v1/logs?limit=100&offset=257	1	0	131.86	130	130	131.86	132	132	47	0	0
GET	/api/v1/logs?limit=100&offset=26	1	0	1174.97	1200	1200	1174.97	1175	1175	24880	0	0
GET	/api/v1/logs?limit=100&offset=261	1	0	61.39	61	61	61.39	61	61	47	0	0
GET	/api/v1/logs?limit=100&offset=271	1	0	65.49	65	65	65.49	65	65	47	0	0
GET	/api/v1/logs?limit=100&offset=274	1	0	20.7	21	21	20.7	21	21	47	0	0
GET	/api/v1/logs?limit=100&offset=28	1	0	81.08	81	81	81.08	81	81	23918	0	0
GET	/api/v1/logs?limit=100&offset=282	2	0	30	2200	2200	1136.47	30	2243	47	0.1	0
GET	/api/v1/logs?limit=100&offset=285	1	0	197.02	200	200	197.02	197	197	47	0	0
GET	/api/v1/logs?limit=100&offset=286	1	0	306.08	310	310	306.08	306	306	47	0	0
GET	/api/v1/logs?limit=100&offset=302	1	0	31.36	31	31	31.36	31	31	47	0	0
GET	/api/v1/logs?limit=100&offset=307	1	0	134.72	130	130	134.72	135	135	47	0	0
GET	/api/v1/logs?limit=100&offset=309	1	0	194.84	190	190	194.84	195	195	47	0	0
GET	/api/v1/logs?limit=100&offset=310	1	0	164.6	160	160	164.6	165	165	47	0	0
GET	/api/v1/logs?limit=100&offset=315	1	0	1192.58	1200	1200	1192.58	1193	1193	47	0	0
GET	/api/v1/logs?limit=100&offset=316	1	0	20.78	21	21	20.78	21	21	47	0	0
GET	/api/v1/logs?limit=100&offset=317	1	0	114.24	110	110	114.24	114	114	47	0	0
GET	/api/v1/logs?limit=100&offset=318	1	0	37.71	38	38	37.71	38	38	47	0	0
GET	/api/v1/logs?limit=100&offset=324	1	0	65.02	65	65	65.02	65	65	47	0	0
GET	/api/v1/logs?limit=100&offset=327	1	0	1567.82	1600	1600	1567.82	1568	1568	47	0	0
GET	/api/v1/logs?limit=100&offset=331	1	0	123.77	120	120	123.77	124	124	47	0	0
GET	/api/v1/logs?limit=100&offset=332	1	0	4448.63	4400	4400	4448.63	4449	4449	47	0	0
GET	/api/v1/logs?limit=100&offset=34	1	0	166.91	170	170	166.91	167	167	21038	0	0
GET	/api/v1/logs?limit=100&offset=343	1	0	1160.12	1200	1200	1160.12	1160	1160	47	0.1	0
GET	/api/v1/logs?limit=100&offset=344	1	0	44.7	45	45	44.7	45	45	47	0	0
GET	/api/v1/logs?limit=100&offset=353	1	0	2140.8	2100	2100	2140.8	2141	2141	47	0	0
GET	/api/v1/logs?limit=100&offset=356	1	0	178.22	180	180	178.22	178	178	47	0	0
GET	/api/v1/logs?limit=100&offset=357	1	0	1408.19	1400	1400	1408.19	1408	1408	47	0	0
GET	/api/v1/logs?limit=100&offset=365	1	0	83.94	84	84	83.94	84	84	47	0	0
GET	/api/v1/logs?limit=100&offset=37	1	0	4460.33	4500	4500	4460.33	4460	4460	19552	0	0
GET	/api/v1/logs?limit=100&offset=375	1	0	30.83	31	31	30.83	31	31	47	0	0
GET	/api/v1/logs?limit=100&offset=383	1	0	126.77	130	130	126.77	127	127	47	0	0
GET	/api/v1/logs?limit=100&offset=384	1	0	2597.26	2600	2600	2597.26	2597	2597	47	0	0
GET	/api/v1/logs?limit=100&offset=40	1	0	58.09	58	58	58.09	58	58	18066	0	0
GET	/api/v1/logs?limit=100&offset=41	1	0	81.72	82	82	81.72	82	82	17564	0	0
GET	/api/v1/logs?limit=100&offset=414	1	0	1333.18	1300	1300	1333.18	1333	1333	47	0	0
GET	/api/v1/logs?limit=100&offset=419	1	0	22.16	22	22	22.16	22	22	47	0	0
GET	/api/v1/logs?limit=100&offset=422	1	0	176.24	180	180	176.24	176	176	47	0	0
GET	/api/v1/logs?limit=100&offset=43	1	0	32.68	33	33	32.68	33	33	16524	0	0
GET	/api/v1/logs?limit=100&offset=443	1	0	17.68	18	18	17.68	18	18	47	0	0
GET	/api/v1/logs?limit=100&offset=444	2	0	21	550	550	283.82	21	547	47	0	0
GET	/api/v1/logs?limit=100&offset=449	1	0	6024.46	6000	6000	6024.46	6024	6024	47	0	0
GET	/api/v1/logs?limit=100&offset=452	1	0	26.95	27	27	26.95	27	27	47	0	0
GET	/api/v1/logs?limit=100&offset=453	1	0	19.95	20	20	19.95	20	20	47	0	0
GET	/api/v1/logs?limit=100&offset=456	1	0	56.25	56	56	56.25	56	56	47	0.1	0
GET	/api/v1/logs?limit=100&offset=460	1	0	15.68	16	16	15.68	16	16	47	0.1	0
GET	/api/v1/logs?limit=100&offset=462	1	0	1441.46	1400	1400	1441.46	1441	1441	47	0	0
GET	/api/v1/logs?limit=100&offset=471	1	0	2054.89	2100	2100	2054.89	2055	2055	47	0.1	0
GET	/api/v1/logs?limit=100&offset=478	1	0	138.17	140	140	138.17	138	138	47	0	0
GET	/api/v1/logs?limit=100&offset=481	1	0	35.11	35	35	35.11	35	35	47	0	0
GET	/api/v1/logs?limit=100&offset=486	1	0	43.87	44	44	43.87	44	44	47	0	0
GET	/api/v1/logs?limit=100&offset=492	1	0	961.53	960	960	961.53	962	962	47	0	0
GET	/api/v1/logs?limit=100&offset=494	1	0	30.38	30	30	30.38	30	30	47	0	0
GET	/api/v1/logs?limit=100&offset=50	1	0	4634.72	4600	4600	4634.72	4635	4635	12641	0	0
GET	/api/v1/logs?limit=100&offset=507	1	0	104.02	100	100	104.02	104	104	47	0	0
GET	/api/v1/logs?limit=100&offset=508	1	0	10.01	10	10	10.01	10	10	47	0	0
GET	/api/v1/logs?limit=100&offset=522	1	0	203.61	200	200	203.61	204	204	47	0	0
GET	/api/v1/logs?limit=100&offset=525	1	0	380.89	380	380	380.89	381	381	47	0	0
GET	/api/v1/logs?limit=100&offset=532	1	0	426.14	430	430	426.14	426	426	47	0	0
GET	/api/v1/logs?limit=100&offset=539	1	0	77.21	77	77	77.21	77	77	47	0	0
GET	/api/v1/logs?limit=100&offset=540	2	0	100	160	160	128.23	100	157	47	0	0
GET	/api/v1/logs?limit=100&offset=543	1	0	32.97	33	33	32.97	33	33	47	0	0
GET	/api/v1/logs?limit=100&offset=548	2	0	73	2200	2200	1152.34	73	2232	47	0	0
GET	/api/v1/logs?limit=100&offset=55	1	0	57	57	57	57	57	57	10047	0.1	0
GET	/api/v1/logs?limit=100&offset=553	1	0	246.95	250	250	246.95	247	247	47	0	0
GET	/api/v1/logs?limit=100&offset=557	1	0	306.35	310	310	306.35	306	306	47	0	0
GET	/api/v1/logs?limit=100&offset=559	1	0	116.68	120	120	116.68	117	117	47	0	0
GET	/api/v1/logs?limit=100&offset=567	1	0	112.94	110	110	112.94	113	113	47	0	0
GET	/api/v1/logs?limit=100&offset=568	1	0	302.69	300	300	302.69	303	303	47	0	0
GET	/api/v1/logs?limit=100&offset=570	2	0	63	150	150	107.23	63	152	47	0	0
GET	/api/v1/logs?limit=100&offset=571	1	0	54.12	54	54	54.12	54	54	47	0	0
GET	/api/v1/logs?limit=100&offset=573	1	0	28.92	29	29	28.92	29	29	47	0	0
GET	/api/v1/logs?limit=100&offset=595	1	0	135.24	140	140	135.24	135	135	47	0	0
GET	/api/v1/logs?limit=100&offset=596	1	0	140.12	140	140	140.12	140	140	47	0	0
GET	/api/v1/logs?limit=100&offset=609	1	0	124.36	120	120	124.36	124	124	47	0	0
GET	/api/v1/logs?limit=100&offset=614	1	0	61.86	62	62	61.86	62	62	47	0	0
GET	/api/v1/logs?limit=100&offset=618	1	0	207.94	210	210	207.94	208	208	47	0	0
GET	/api/v1/logs?limit=100&offset=636	1	0	60.84	61	61	60.84	61	61	47	0	0
GET	/api/v1/logs?limit=100&offset=641	2	0	84.36	100	100	94	84	104	47	0	0
GET	/api/v1/logs?limit=100&offset=647	1	0	4360.32	4400	4400	4360.32	4360	4360	47	0	0
GET	/api/v1/logs?limit=100&offset=649	1	0	165.1	170	170	165.1	165	165	47	0	0
GET	/api/v1/logs?limit=100&offset=650	1	0	89.07	89	89	89.07	89	89	47	0	0
GET	/api/v1/logs?limit=100&offset=658	1	0	721.64	720	720	721.64	722	722	47	0	0
GET	/api/v1/logs?limit=100&offset=660	2	0	180	930	930	554.13	177	931	47	0	0
GET	/api/v1/logs?limit=100&offset=661	1	0	896.89	900	900	896.89	897	897	47	0	0
GET	/api/v1/logs?limit=100&offset=663	1	0	26.06	26	26	26.06	26	26	47	0	0
GET	/api/v1/logs?limit=100&offset=664	1	0	104.49	100	100	104.49	104	104	47	0	0
GET	/api/v1/logs?limit=100&offset=669	1	0	3423.1	3400	3400	3423.1	3423	3423	47	0	0
GET	/api/v1/logs?limit=100&offset=674	1	0	2272.72	2300	2300	2272.72	2273	2273	47	0	0
GET	/api/v1/logs?limit=100&offset=681	1	0	2141.15	2100	2100	2141.15	2141	2141	47	0	0
GET	/api/v1/logs?limit=100&offset=686	1	0	246.49	250	250	246.49	246	246	47	0	0
GET	/api/v1/logs?limit=100&offset=693	1	0	110.48	110	110	110.48	110	110	47	0	0
GET	/api/v1/logs?limit=100&offset=694	1	0	31.56	32	32	31.56	32	32	47	0	0
GET	/api/v1/logs?limit=100&offset=697	1	0	108.62	110	110	108.62	109	109	47	0	0
GET	/api/v1/logs?limit=100&offset=70	1	0	1082.97	1100	1100	1082.97	1083	1083	3598	0	0
GET	/api/v1/logs?limit=100&offset=704	2	0	27.16	1400	1400	706.47	27	1386	47	0	0
GET	/api/v1/logs?limit=100&offset=705	1	0	2124.19	2100	2100	2124.19	2124	2124	47	0	0
GET	/api/v1/logs?limit=100&offset=706	1	0	4136.54	4100	4100	4136.54	4137	4137	47	0	0
GET	/api/v1/logs?limit=100&offset=707	1	0	101.39	100	100	101.39	101	101	47	0	0
GET	/api/v1/logs?limit=100&offset=717	1	0	256.06	260	260	256.06	256	256	47	0	0
GET	/api/v1/logs?limit=100&offset=720	1	0	138.78	140	140	138.78	139	139	47	0	0
GET	/api/v1/logs?limit=100&offset=725	1	0	34.07	34	34	34.07	34	34	47	0	0
GET	/api/v1/logs?limit=100&offset=737	1	0	65.45	65	65	65.45	65	65	47	0	0
GET	/api/v1/logs?limit=100&offset=741	1	0	36.81	37	37	36.81	37	37	47	0	0
GET	/api/v1/logs?limit=100&offset=747	1	0	1090.49	1100	1100	1090.49	1090	1090	47	0	0
GET	/api/v1/logs?limit=100&offset=756	1	0	94.99	95	95	94.99	95	95	47	0	0
GET	/api/v1/logs?limit=100&offset=758	1	0	457.44	460	460	457.44	457	457	47	0	0
GET	/api/v1/logs?limit=100&offset=764	1	0	22.73	23	23	22.73	23	23	47	0	0
GET	/api/v1/logs?limit=100&offset=774	1	0	4400.54	4400	4400	4400.54	4401	4401	47	0	0
GET	/api/v1/logs?limit=100&offset=775	1	0	1380.6	1400	1400	1380.6	1381	1381	47	0	0
GET	/api/v1/logs?limit=100&offset=781	3	0	110	290	290	142.76	22	295	47	0	0
GET	/api/v1/logs?limit=100&offset=785	1	0	9.56	10	10	9.56	10	10	47	0	0
GET	/api/v1/logs?limit=100&offset=797	1	0	30.7	31	31	30.7	31	31	47	0	0
GET	/api/v1/logs?limit=100&offset=800	1	0	56.77	57	57	56.77	57	57	47	0	0
GET	/api/v1/logs?limit=100&offset=807	1	0	103.27	100	100	103.27	103	103	47	0	0
GET	/api/v1/logs?limit=100&offset=808	1	0	46.72	47	47	46.72	47	47	47	0	0
GET	/api/v1/logs?limit=100&offset=809	1	0	56.66	57	57	56.66	57	57	47	0	0
GET	/api/v1/logs?limit=100&offset=811	1	0	243.13	240	240	243.13	243	243	47	0	0
GET	/api/v1/logs?limit=100&offset=819	1	0	307.26	310	310	307.26	307	307	47	0	0
GET	/api/v1/logs?limit=100&offset=82	1	0	33.28	33	33	33.28	33	33	46	0	0
GET	/api/v1/logs?limit=100&offset=821	1	0	428.91	430	430	428.91	429	429	47	0	0
GET	/api/v1/logs?limit=100&offset=822	1	0	212.5	210	210	212.5	212	212	47	0	0
GET	/api/v1/logs?limit=100&offset=826	1	0	111.43	110	110	111.43	111	111	47	0	0
GET	/api/v1/logs?limit=100&offset=827	1	0	1373.95	1400	1400	1373.95	1374	1374	47	0	0
GET	/api/v1/logs?limit=100&offset=828	1	0	896.46	900	900	896.46	896	896	47	0	0
GET	/api/v1/logs?limit=100&offset=829	1	0	17.8	18	18	17.8	18	18	47	0	0
GET	/api/v1/logs?limit=100&offset=838	1	0	9.17	9	9	9.17	9	9	47	0	0
GET	/api/v1/logs?limit=100&offset=84	1	0	4518.84	4500	4500	4518.84	4519	4519	46	0	0
GET	/api/v1/logs?limit=100&offset=840	1	0	50.39	50	50	50.39	50	50	47	0	0
GET	/api/v1/logs?limit=100&offset=846	1	0	32	32	32	32	32	32	47	0	0
GET	/api/v1/logs?limit=100&offset=854	1	0	69.9	70	70	69.9	70	70	47	0	0
GET	/api/v1/logs?limit=100&offset=855	1	0	23.7	24	24	23.7	24	24	47	0	0
GET	/api/v1/logs?limit=100&offset=872	1	0	47.08	47	47	47.08	47	47	47	0	0
GET	/api/v1/logs?limit=100&offset=874	2	0	93	4100	4100	2092.9	93	4093	47	0	0
GET	/api/v1/logs?limit=100&offset=877	1	0	133.17	130	130	133.17	133	133	47	0.1	0
GET	/api/v1/logs?limit=100&offset=880	1	0	93.71	94	94	93.71	94	94	47	0	0
GET	/api/v1/logs?limit=100&offset=883	1	0	2014.17	2000	2000	2014.17	2014	2014	47	0.1	0
GET	/api/v1/logs?limit=100&offset=902	1	0	3490.99	3500	3500	3490.99	3491	3491	47	0	0
GET	/api/v1/logs?limit=100&offset=910	1	0	55.97	56	56	55.97	56	56	47	0	0
GET	/api/v1/logs?limit=100&offset=912	1	0	31	31	31	31	31	31	47	0	0
GET	/api/v1/logs?limit=100&offset=919	1	0	86.19	86	86	86.19	86	86	47	0	0
GET	/api/v1/logs?limit=100&offset=924	1	0	39.25	39	39	39.25	39	39	47	0	0
GET	/api/v1/logs?limit=100&offset=929	1	0	3388.34	3400	3400	3388.34	3388	3388	47	0.1	0
GET	/api/v1/logs?limit=100&offset=933	1	0	68.54	69	69	68.54	69	69	47	0	0
GET	/api/v1/logs?limit=100&offset=935	1	0	36.11	36	36	36.11	36	36	47	0	0
GET	/api/v1/logs?limit=100&offset=941	1	0	35.63	36	36	35.63	36	36	47	0	0
GET	/api/v1/logs?limit=100&offset=942	1	0	27.28	27	27	27.28	27	27	47	0	0
GET	/api/v1/logs?limit=100&offset=947	1	0	67.26	67	67	67.26	67	67	47	0	0
GET	/api/v1/logs?limit=100&offset=95	3	0	63	99	99	72.91	57	99	46	0.1	0
GET	/api/v1/logs?limit=100&offset=969	1	0	14.8	15	15	14.8	15	15	47	0.1	0
GET	/api/v1/logs?limit=100&offset=970	1	0	76.5	77	77	76.5	77	77	47	0	0
GET	/api/v1/logs?limit=100&offset=975	1	0	99.17	99	99	99.17	99	99	47	0	0
GET	/api/v1/logs?limit=100&offset=976	1	0	1713.62	1700	1700	1713.62	1714	1714	47	0	0
GET	/api/v1/logs?limit=100&offset=978	2	0	53	1400	1400	746.36	53	1440	47	0.1	0
GET	/api/v1/logs?limit=100&offset=979	1	0	408.47	410	410	408.47	408	408	47	0	0
GET	/api/v1/logs?limit=100&offset=980	1	0	14.98	15	15	14.98	15	15	47	0	0
GET	/api/v1/logs?limit=100&offset=990	1	0	27.57	28	28	27.57	28	28	47	0	0
GET	/api/v1/logs?limit=100&offset=997	1	0	45.8	46	46	45.8	46	46	47	0	0
GET	/api/v1/logs?limit=100&offset=999	1	0	188.14	190	190	188.14	188	188	47	0	0
GET	/api/v1/logs?limit=50	427	0	110	3200	4400	585.54	10	5504	25233	3.2	0
GET	/api/v1/logs?search=ssh&limit=100	262	0	210	3000	4300	756.71	22	6013	1916	2.6	0
GET	/api/v1/stats	163	0	8800	121000	123000	39182.77	62	122789	78	7.9	0
GET	/api/v1/stream	3	0	34000	110000	110000	58944.16	33198	110101	0	0	0
	Aggregated	3532	0	270	115000	122000	21728.92	1	124542	3369.08	46.2	0
